word,reading,meaning,level
申し合わせ,もうしあわせ,mutual agreement / understanding / common consent,
申し入れ,もうしいれ,proposal / offer / report,
申込書,もうしこみしょ,(written) application / application form,
申し立て,もうしたて,statement / account (of something) / declaration,
持ち込み,もちこみ,bring-your-own (e.g. food and drink) / carry-on (e.g. luggage),
持ち主,もちぬし,"owner / proprietor / possessor (e.g. of talent, beauty, etc.)",
持ち物,もちもの,one's property / personal effects / one's belongings,
物干し,ものほし,frame for drying clothes / clotheshorse,
諸々,もろもろ,all kinds of things / various things / large number of people,
焼きもち,やきもち,jealousy,
焼き物,やきもの,pottery / earthenware / ceramics,
雇い主,やといぬし,employer,
山々,やまやま,(many) mountains,
寡婦,かふ,widow / divorced woman not remarried / unmarried woman,
やり直し,やりなおし,redoing,
友誼,ゆうぎ,friendship / friendly relations / fellowship,
雄姿,ゆうし,majestic figure / imposing figure / impressive appearance,
勇退,ゆうたい,retiring voluntarily / resigning one's post (to make way for others) / stepping down,
柚子,ゆず,yuzu (Citrus ichangensis x C. reticulata),
揺りかご,ゆりかご,cradle,
擁護,ようご,protection / defence / support,
要約,ようやく,summary / digest,
横丁,よこちょう,bystreet / side street / back street,
余生,よせい,one's remaining years / the rest of one's life,
呼び出し,よびだし,call / summons / paging,
夜店,よみせ,night stall / night shop / night fair,
読み取り,よみとり,reading (e.g. by a scanner),
読み物,よみもの,reading matter / reading material,
代々,だいだい,for generations / from generation to generation / generation after generation,
弱み,よわみ,(a) weakness / shortcoming / failing,
乱獲,らんかく,overfishing / overhunting / indiscriminate fishing,
乱伐,らんばつ,reckless deforestation / overcutting of forests,
類型,るいけい,type / pattern / shape,
暦年,れきねん,calendar year / civil year / time,
露見,ろけん,"discovery (of a plot, misdeed, etc.) / detection / exposure",
分かち,わかち,distinction / differentiation / discrimination,
分かれ道,わかれみち,branch road / forked road / branch,
我が,わが,my / our / one's own,
わが国,わがくに,our country / our land / one's own country,
我が家,わがや,one's house / one's home / one's family,
枠組み,わくぐみ,frame,
分け前,わけまえ,share / portion / quota,
早稲,わせ,early ripening rice,
割り,わり,one tenth / ten percent,
割り勘,わりかん,splitting the cost / splitting the bill / Dutch treat,
割り込み,わりこみ,queue jumping / breaking into a line / muscling in on,
割高,わりだか,comparatively high / fairly expensive,
割り箸,わりばし,dispensable chopsticks / throwaway chopsticks,
割り増し,わりまし,"extra (charge, fare, etc.) / premium / bonus",
割安,わりやす,economical / comparatively cheap,
割れ目,われめ,crack / crevice / split,
叔母,おば,aunt,
低温,ていおん,low temperature,
低音,ていおん,low tone / bass / low voice,
亡父,ぼうふ,deceased father / late father,
亡夫,ぼうふ,deceased husband / late husband,
長唄,ながうた,long epic song with shamisen accompaniment (developed in Edo in the early 17th century),
歌声,うたごえ,singing voice / (sound of) singing,
戦後,せんご,postwar period / period after Second World War,
原題,げんだい,original title,
音痴,おんち,tone deafness / amusia / having no ear for music,
楽壇,がくだん,musical world,
老師,ろうし,old master / old teacher,
思い違い,おもいちがい,misunderstanding / misapprehension / misconception,
自民党,じみんとう,Liberal Democratic Party / LDP,
稲荷,いなり,"Inari (god of harvests, Uka-no-Mitama)",
源氏,げんじ,Genji (the character in the Genji Monogatari),
新橋,しんばし,Shinbashi (Tokyo),
平成,へいせい,Heisei era (1989.1.8-2019.4.30),
弁天,べんてん,Benten (goddess of arts and wisdom),
難波,なにわ,Naniwa (former name for Osaka region),
粗雑,そざつ,coarse / rough / crude,
登壇,とうだん,"taking the podium / mounting the rostrum / going on stage to give a speech, etc.",
激変,げきへん,sudden change / upheaval,
激昂,げっこう,excitement / exasperation / indignation,
早業,はやわざ,quick work / (clever) feat,
語り草,かたりぐさ,story / topic (on everyone's lips) / (the stuff of) legend,
強豪,きょうごう,overwhelming strength / extremely strong person / powerhouse,
証取法,しょうとりほう,Securities and Exchange Act,
染まり具合,そまりぐあい,effect of dyeing,
先鋭,せんえい,radical / acute / sharp,
飽き,あき,weariness / boredom / tedium,
浅はか,あさはか,shallow / superficial / thoughtless,
呼びかけ,よびかけ,call / appeal,
甘味,あまみ,sweetness / sugary taste,
洗い物,あらいもの,things to be washed / (dirty) dishes / laundry,
言いがかり,いいがかり,false accusation / trumped up-charge / pretext,
行き過ぎ,いきすぎ,going too far / going to extremes,
幾度,いくど,(how) many times / (how) often,
虐め,いじめ,bullying / teasing,
戒め,いましめ,caution / admonition / warning,
色んな,いろんな,various / a variety of / all sorts of,
うつ伏せ,うつぶせ,lying face down / lying on one's face,
衛生的,えいせいてき,hygienic / sanitary,
白粉,おしろい,white makeup powder / (face) powder,
恐るべき,おそるべき,terrible / terrifying / dreadful,
落ちこぼれ,おちこぼれ,fallen scraps / scatterings,
母さん,かあさん,mother,
覚醒剤,かくせいざい,"stimulant (e.g. psychoactive drugs like methamphetamine, ritalin, etc.)",
風上,かざかみ,windward / upwind,
風邪薬,かぜぐすり,remedy for a cold / cold medicine,
紙くず,かみくず,wastepaper / scrap of paper / paper scraps,
辛口,からくち,"dry taste (e.g. sake, wine)",
軽はずみ,かるはずみ,thoughtless / rash / hasty,
虚栄心,きょえいしん,vanity,
禁欲的,きんよくてき,abstemious / austere,
経済的,けいざいてき,economic / financial,
工学部,こうがくぶ,faculty of engineering / school of engineering / college of engineering,
国力,こくりょく,national power,
最大限,さいだいげん,maximum,
下がり,さがり,fall / decline / lowering,
山積,さんせき,piling up / accumulating / forming a (huge) pile,
自営業,じえいぎょう,independent business / self-employment,
時機,じき,opportunity / chance / time,
親しみ,したしみ,intimacy / affection / familiarity,
資本家,しほんか,capitalist / financier,
自問,じもん,asking oneself,
週休,しゅうきゅう,weekly holiday,
順路,じゅんろ,(regular) route / fixed route / specified route,
食中毒,しょくちゅうどく,food poisoning,
女性的,じょせいてき,feminine / effeminate,
水爆,すいばく,hydrogen bomb,
成算,せいさん,hope of success / prospects of success,
節句,せっく,seasonal festival,
早春,そうしゅん,early spring,
草食,そうしょく,herbivorous / plant-eating / graminivorous,
総論,そうろん,general remarks,
速達便,そくたつびん,special delivery mail / express delivery post,
蕎麦屋,そばや,soba restaurant,
橙色,だいだいいろ,"orange (color, colour)",
退廃的,たいはいてき,degenerate / decadent / corrupt,
楕円形,だえんけい,elliptical shape / oval shape,
多角,たかく,many-sided / versatile / polygonal,
脱衣,だつい,undressing / taking off one's clothes / stripping,
脱走,だっそう,escape / flight / breakout,
達筆,たっぴつ,good handwriting / skillful penmanship,
立て続け,たてつづけ,succession / continuation / series,
男性的,だんせいてき,manly,
縮み,ちぢみ,shrinkage,
張本人,ちょうほんにん,originator / ringleader / perpetrator,
珍紛漢紛,ちんぷんかんぷん,unintelligible language / incoherent language / talking nonsense,
通俗的,つうぞくてき,popular / common / commonplace,
梅雨明け,つゆあけ,end of the rainy season,
冬期,とうき,winter / wintertime / winter term,
父さん,とうさん,father / dad / papa,
投射,とうしゃ,projection (of an image),
都市ガス,としがす,city gas / mains gas / gas supplied to buildings via pipes,
あり合わせ,ありあわせ,on hand / readily available,
餡子,あんこ,red bean paste / red bean jam / anko,
言いなり,いいなり,doing as one is told / yes-man,
些か,いささか,a little / a bit / somewhat,
埋め立て,うめたて,land reclamation / land fill,
お気に入り,おきにいり,favorite / favourite / pet (e.g. teacher's pet),
硬さ,かたさ,firmness / hardness / stiffness,
口喧嘩,くちげんか,quarrel / dispute / argument,
小売り店,こうりてん,retail store / retail shop,
診療所,しんりょうじょ,clinic / medical office / infirmary,
据え置き,すえおき,deferment (e.g. of savings) / leaving (a thing) as it stands,
立て札,たてふだ,"sign on a post (usu. wooden and with a small roof, containing information about a sight, warning, congratulations, etc.) / public notice / bulletin board",
爪切り,つめきり,nail clippers,
イスラム教,いすらむきょう,Islam,
ガラス戸,がらすど,glass door,
セ氏,せし,Celsius / centigrade,
大前提,だいぜんてい,important condition / basic premise / basic assumption,
年取った,としとった,old (person) / aged,
どの辺,どのへん,whereabouts / what part,
取締役,とりしまりやく,company director / board member,
内向的,ないこうてき,introverted / withdrawn,
長生き,ながいき,longevity / long life,
泣き顔,なきがお,crying face / face of a person who is crying,
夏バテ,なつばて,suffering from summer heat / summer heat fatigue,
何十,なんじゅう,(several) tens / dozens / scores (of),
逃げ足,にげあし,running away / escaping on foot,
日韓,にっかん,Japan and South Korea / Japanese-Korean,
日給,にっきゅう,daily wages,
寝返り,ねがえり,turning over in bed / rolling over / tossing and turning,
寝相,ねぞう,sleeping posture,
寝冷え,ねびえ,indisposition (e.g. a cold) caused by getting chilled while sleeping,
婆さん,ばあさん,grandmother,
排他主義,はいたしゅぎ,exclusivism / exclusionism,
恥さらし,はじさらし,disgrace / shame,
恥知らず,はじしらず,shameless / shameless person,
罰点,ばってん,cross mark / demerit mark / an X,
葉っぱ,はっぱ,leaf / blade (of grass) / (pine) needle,
話し声,はなしごえ,speaking voice / talking voice,
話し言葉,はなしことば,spoken language / colloquial expression,
早寝,はやね,go to bed early,
払い,はらい,payment / bill / account,
腹いっぱい,はらいっぱい,having a full stomach / being full,
日替わり,ひがわり,changing every day,
ひき肉,ひきにく,minced meat / ground meat,
筆記用具,ひっきようぐ,writing implement / writing tool,
日にち,ひにち,"date (of a planned event, act, etc.) / day",
吹き溜まり,ふきだまり,"drift (of snow, leaves, etc.)",
不燃物,ふねんぶつ,non-inflammables / incombustible (usu. waste),
府立,ふりつ,prefectural / managed by an urban prefecture (Osaka or Kyoto),
プロ野球,ぷろやきゅう,professional baseball,
偏差値,へんさち,"deviation value (usu. scaled to mean of 50, standard deviation of 10, and often used for academic grades) / deviation / T-score",
法学部,ほうがくぶ,faculty of law / school of law / college of law,
封建主義,ほうけんしゅぎ,feudalism,
封建的,ほうけんてき,feudal / feudalistic,
防戦,ぼうせん,defensive fight (battle),
発起人,ほっきにん,originator / promoter,
小火,ぼや,small fire,
紛れ,まぐれ,fluke / chance / pure luck,
町中,まちなか,downtown,
末期的,まっきてき,terminal / final,
満面,まんめん,the whole face,
身軽,みがる,agile / nimble / light (of foot),
水入らず,みずいらず,(being) by oneself / with no outsiders present,
見ず知らず,みずしらず,strange / unfamiliar / unknown,
店開き,みせびらき,starting a business,
見た目,みため,appearance / look,
道草,みちくさ,loitering on the way,
見どころ,みどころ,point worthy of note / good point / part worth seeing,
認め,みとめ,approval / acceptance / recognition,
認め印,みとめいん,private seal / personal seal / unregistered seal,
耳元,みみもと,close to the ear,
耳より,みみより,welcome (news) / inviting / encouraging,
明年,みょうねん,next year,
見分け,みわけ,distinction,
無害,むがい,harmless,
無期限,むきげん,indefinite,
無機物,むきぶつ,inorganic matter / inorganic substance,
無心,むしん,innocence,
無神経,むしんけい,insensitive / inconsiderate / callous,
無生物,むせいぶつ,inanimate object,
無恥,むち,shameless,
無風,むふう,windless / calm / no-wind,
名月,めいげつ,harvest moon (trad. 15th day of the 8th lunar month),
目玉商品,めだましょうひん,bargain goods / loss leader,
持ち,もち,"draw (in go, poetry contest, etc.) / tie",
物覚え,ものおぼえ,memory / ability to learn,
有機物,ゆうきぶつ,organic matter,
湯のみ,ゆのみ,teacup,
要所,ようしょ,important position / strategic point,
要注意,ようちゅうい,need for caution / need for care / requiring special attention,
利己主義,りこしゅぎ,egoism / egotism / selfishness,
陸橋,りっきょう,bridge (over a road or railway) / overpass / flyover,
留年,りゅうねん,repeating a year (at school) / staying in the same class for another year,
領空,りょうくう,territorial airspace,
老化,ろうか,ageing / aging / senile deterioration,
老眼,ろうがん,presbyopia / age-related longsightedness / farsightedness,
碌な,ろくな,satisfactory / decent / good,
路上,ろじょう,on the road / on the street / in the street,
和式,わしき,Japanese-style (esp. in reference to squat toilets),
生気,せいき,life / vitality / verve,
隣り合わせ,となりあわせ,adjoining each other,
逃げ道,にげみち,way out / means to escape / escape route,
根っこ,ねっこ,root (of a plant),
引き締め,ひきしめ,tightening,
触れ合い,ふれあい,contact / connectedness / rapport,
間に合わせ,まにあわせ,makeshift,
呼び名,よびな,popular name / common name / given name,
彼方此方,あちこち,muddled / confused / in the wrong order,
有耶無耶,うやむや,indefinite / hazy / vague,
お歳暮,おせいぼ,year-end gift,
お休み,おやすみ,holiday / day off / absence,
ちり紙,ちりがみ,tissue paper / toilet paper,
あの世,あのよ,the other world / the next world / the world beyond,
お医者さん,おいしゃさん,doctor,
お帰り,おかえり,return,
可笑しな,おかしな,funny / amusing / comical,
お手伝い,おてつだい,maid / helper,
お坊さん,おぼうさん,Buddhist priest / monk,
びしょ濡れ,びしょぬれ,sopping wet / dripping wet / sodden,
面談,めんだん,interview,
指切り,ゆびきり,pinky swear (i.e. linking little fingers to confirm a promise) / pinky promise,
アカデミー賞,あかでみーしょう,Academy Award,
ウォール街,うぉーるがい,Wall Street,
カリブ海,かりぶかい,Caribbean Sea,
カルガリー,かるがりー,Calgary,
デモ隊,でもたい,demonstrators,
ドラム缶,どらむかん,"drum (e.g. oil, gasoline) / metal barrel",
ドル買い,どるかい,dollar purchase,
バンタム級,ばんたむきゅう,bantam-weight (boxer),
ビー玉,びーだま,marble / glass marble,
マルクス主義,まるくすしゅぎ,Marxism,
ユダヤ教,ゆだやきょう,Judaism,
リーグ戦,りーぐせん,league match / league game / league series,
ロケット弾,ろけっとだん,rocket,
安心感,あんしんかん,sense of security,
意気込み,いきごみ,ardor / enthusiasm,
慰霊,いれい,consoling the spirits of the dead,
医科学,いかがく,medical science,
一校,いっこう,one school,
一時期,いちじき,a period (of time),
一女,いちじょ,one daughter,
一人暮らし,ひとりぐらし,living by oneself / living alone,
一問,いちもん,one question,
稲田,いなだ,paddy field / rice field,
引き取り,ひきとり,taking / accepting / receipt,
引き受け,ひきうけ,undertaking / underwriting / acceptance,
引き渡し,ひきわたし,delivery / handing over / turning over,
院内,いんない,inside the House / inside the Diet,
宇宙開発,うちゅうかいはつ,space development / space exploration,
営業所,えいぎょうしょ,business office / place of business,
営農,えいのう,farming / agriculture,
影の内閣,かげのないかく,shadow cabinet,
栄養学,えいようがく,dietetics / nutritional science,
英明,えいめい,intelligent / wise / bright,
円相場,えんそうば,yen exchange rate,
園内,えんない,inside the kindergarten,
演出家,えんしゅつか,"director (of a film, play, etc.)",
演舞,えんぶ,dance performance,
抑え,おさえ,weight (e.g. paperweight) / pressing down,
横手,よこて,side / beside,
横断幕,おうだんまく,horizontal banner,
屋台骨,やたいぼね,framework (of a building) / foundation,
仮眠,かみん,nap / doze,
加点,かてん,adding points,
家裁,かさい,family court,
家庭内,かていない,within the family / in the home / domestic,
河川敷,かせんじき,flood plain / river terrace / riverside area,
火付け役,ひつけやく,instigator / originator / initiator,
稼働率,かどうりつ,operating rate / utilization rate / occupancy rate,
花柳,かりゅう,red-light district,
介助,かいじょ,help / assistance / aid,
快勝,かいしょう,sweeping victory / easy victory,
海戦,かいせん,naval battle,
海道,かいどう,sea route,
絵筆,えふで,paintbrush,
開国,かいこく,founding a country,
開発部,かいはつぶ,development department,
外苑,がいえん,outer garden,
外洋,がいよう,open sea / ocean,
確かめ,たしかめ,confirmation / certification / ascertainment,
閣内,かくない,(inside the) Cabinet,
学校法人,がっこうほうじん,(legally) incorporated educational institution,
学際,がくさい,interdisciplinary,
割引債,わりびきさい,discount bond,
巻き添え,まきぞえ,getting mixed up in / getting embroiled in / involvement,
巻き返し,まきかえし,rally / recovery / comeback,
完工,かんこう,completion of construction work / completion of a building,
完治,かんち,complete recovery,
完勝,かんしょう,complete victory / total victory,
完売,かんばい,selling out / being sold out,
官民,かんみん,government and people / government and private sector / public and private sector,
感情的,かんじょうてき,emotional / sentimental,
感染症,かんせんしょう,infectious disease / infection,
漢方,かんぽう,traditional Chinese medicine,
監事,かんじ,supervisor / inspector / manager,
管財,かんざい,administration of property / custodianship / receivership,
管長,かんちょう,superintendent priest / chief abbot,
簡易保険,かんいほけん,postal life insurance,
簡裁,かんさい,summary court / court of summary offences,
観音,かんのん,Avalokiteshvara (Bodhisattva) / Avalokitesvara / Kannon,
還付,かんぷ,return / restoration / refund,
間伐,かんばつ,periodic thinning (e.g. forest),
館内,かんない,"inside a library, museum, cinema, etc. / on the premises",
丸抱え,まるがかえ,completely financed / sponsored / under patronage,
頑張り,がんばり,tenacity / endurance,
顔見知り,かおみしり,acquaintance,
顔負け,かおまけ,being put to shame / being outshone / being eclipsed,
企画室,きかくしつ,planning office,
基軸,きじく,basis / foundation / core,
基準法,きじゅんほう,basic law,
旗印,はたじるし,design (on a banner) / emblem (on a flag) / insignia,
期待感,きたいかん,sense of anticipation / feeling of expectation / feeling of hope,
棋院,きいん,go institution / go club / go hall,
棋聖,きせい,great master of go / great master of shogi,
棋界,きかい,world of go / world of shogi / go circles,
機関紙,きかんし,bulletin / (party) organ,
帰郷,ききょう,homecoming / return to one's home,
気に入り,きにいり,favorite / favourite / pet (e.g. teacher's pet),
気鋭,きえい,spirited / energetic,
気配り,きくばり,care / attentiveness / attention,
規正,きせい,correction,
起訴猶予,きそゆうよ,suspension of indictment / leaving charge on the file,
技官,ぎかん,technical official / technical officer,
義太夫,ぎだゆう,gidayū (type of reciting used in the puppet theater),
義務付け,ぎむづけ,obligation,
義勇,ぎゆう,heroism / loyalty and courage,
議会政治,ぎかいせいじ,parliamentarism / parliamentary government,
議定書,ぎていしょ,protocol,
客足,きゃくあし,customer traffic / customers / custom,
脚光,きゃっこう,footlight / limelight,
逆転勝ち,ぎゃくてんがち,winning after defeat seems certain / coming from behind to win,
急ピッチ,きゅうぴっち,quick pace,
急伸,きゅうしん,sudden rise (esp. of stock prices) / jump,
急成長,きゅうせいちょう,rapid growth,
救国,きゅうこく,salvation of one's country,
旧派,きゅうは,old school / old style,
牛歩,ぎゅうほ,snail's pace / slow progress,
引き上げ,ひきあげ,pulling up / drawing up / salvage,
陰り,かげり,shadow (e.g. on someone's happiness) / cloud / shade,
横ばい,よこばい,sidewise crawl (e.g. of a crab) / crawling sideways,
左腕,さわん,left arm,
破砕,はさい,crushing (into pieces) / smashing / cracking,
亢進,こうしん,rising / exacerbated / exasperated,
座礁,ざしょう,running aground / being stranded / grounding,
掘削,くっさく,digging out / excavation,
座視,ざし,remaining an idle spectator / looking on unconcernedly (doing nothing),
牧歌的,ぼっかてき,pastoral / idyllic,
珍妙,ちんみょう,queer / odd / fantastic,
普遍的,ふへんてき,universal / omnipresent / ubiquitous,
順当,じゅんとう,proper / right / reasonable,
簡明,かんめい,terse / concise / simple and clear,
堅気,かたぎ,honest / respectable / decent,
闊達,かったつ,broad-minded / open-minded / openhearted,
軽微,けいび,slight / little / insignificant,
謹厳,きんげん,stern / grave / solemn,
高慢,こうまん,haughty / arrogant / proud,
物静か,ものしずか,quiet / still / calm,
廉潔,れんけつ,honest / incorruptible / integrity,
老練,ろうれん,experienced / veteran / skilled,
流麗,りゅうれい,fluent / flowing / elegant,
生鮮,せいせん,fresh,
清楚,せいそ,neat and clean / tidy / trim,
多角的,たかくてき,multilateral / many-sided / diversified,
高らか,たからか,loud / sonorous / ringing,
手薄,てうす,shorthanded / short of hands / undermanned,
妖艶,ようえん,fascinating / voluptuous / bewitching,
物故,ぶっこ,death (of a person),
着火,ちゃっか,ignition / catching fire / setting on fire,
朝貢,ちょうこう,bringing tribute,
徴集,ちょうしゅう,levying / requisitioning / compulsory enlistment,
注視,ちゅうし,gazing steadily at / observing (a person) closely / maintain a watch over,
打電,だでん,sending a telegram / telegraphing / wiring,
度外視,どがいし,disregarding / taking no account of / ignoring,
服喪,ふくも,going into mourning,
布教,ふきょう,propagation (e.g. a religion) / proselytizing / missionary work,
憤死,ふんし,dying in a fit of anger or indignation,
負託,ふたく,charging (someone) with (a responsibility) / entrusting (someone) with / entrusted responsibility,
減殺,げんさい,lessening / diminishing / reducing,
返納,へんのう,returning (to the authorities) / restoring,
放流,ほうりゅう,discharge (e.g. of water from a dam),
漂泊,ひょうはく,roaming / drifting about / wandering,
自戒,じかい,self-admonition,
自生,じせい,natural growth / wild growth,
開講,かいこう,start of a course / start of lectures,
掛け持ち,かけもち,holding two or more positions concurrently,
覚醒,かくせい,waking up / awakening / arousal,
勘案,かんあん,taking into consideration / giving consideration (to),
嘉納,かのう,accepting with pleasure,
活写,かっしゃ,vivid description / painting a lively picture (of),
敬服,けいふく,great admiration / deep respect,
検分,けんぶん,inspection / examination / survey,
結団,けつだん,forming into an organization / forming into an organisation / setting up a group,
結実,けつじつ,fruition / fructification / bearing fruit,
揮毫,きごう,writing (esp. commissioned calligraphy) / drawing / painting,
気落ち,きおち,discouraged / dispirited / despondent,
寄託,きたく,deposit / entrusting,
鳩首,きゅうしゅ,going into a huddle,
埋設,まいせつ,laying underground (e.g. cables) / burying (e.g. pipe),
納骨,のうこつ,placing (a person's) ashes inside a funerary urn (or a tomb or ossuary) / interring ashes,
落馬,らくば,falling from a horse,
落着,らくちゃく,being settled / coming to a conclusion,
連破,れんぱ,winning successively / defeating one's enemy in succession,
離縁,りえん,divorce,
硫化,りゅうか,sulfuration / sulphuration,
留任,りゅうにん,remaining in office / staying in office / remaining at one's post,
流失,りゅうしつ,being washed away,
際会,さいかい,meeting / facing / confronting,
算段,さんだん,trying to think of a way (to do) / devising means (to do) / working out (how to do),
生還,せいかん,returning alive / surviving,
施工,せこう,construction / constructing / carrying out,
潜行,せんこう,underwater navigation,
疾駆,しっく,riding fast / driving a horse fast,
死守,ししゅ,defending to the last / desperate defence / stubborn defence,
昇降,しょうこう,ascending and descending / going up and down,
焼香,しょうこう,burning (offer) incense,
縮減,しゅくげん,reduction / diminishment / contraction,
走破,そうは,running the whole distance,
掃射,そうしゃ,sweeping with fire / mowing down / strafing,
素通り,すどおり,passing through without stopping / passing by,
対置,たいち,opposing (a thing) to (another) / contrast / contraposition,
退役,たいえき,retiring from military service,
退場,たいじょう,"leaving (a hall, meeting, stadium, etc.) / exit / walkout",
展観,てんかん,exhibition / showing / displaying,
展覧,てんらん,exhibition / showing / displaying,
転倒,てんとう,fall / falling down / tumbling,
当直,とうちょく,being on duty / being on watch,
登頂,とうちょう,climbing to the summit / summiting,
登庁,とうちょう,attending a government office / going to work (for a government official),
踏破,とうは,travelling (a long and difficult journey) on foot / walking (all the way) across / travelling through,
投下,とうか,throwing down / dropping / airdrop,
投棄,とうき,abandonment / giving up / throwing away,
特設,とくせつ,setting up specially / special installation,
登載,とうさい,running (an article) / carrying / printing,
踏襲,とうしゅう,"following (a precedent, former policy, etc.) / continuing with / sticking to",
預託,よたく,"depositing (of money, valuables, etc.) / deposition",
遊泳,ゆうえい,swimming / bathing,
誘引,ゆういん,enticement / inducement / attraction,
在校,ざいこう,being in school / being a student (of),
続伸,ぞくしん,continuous rise (in market price),
造成,ぞうせい,development (of land) / preparation (e.g. of ground for housing) / reclamation,
随伴,ずいはん,attendance / accompanying / following,
望外,ぼうがい,"unexpected (joy, success, etc.) / unanticipated / beyond what one hoped",
地球上,ちきゅうじょう,on Earth / on the earth,
現有,げんゆう,present / existing,
生え抜き,はえぬき,native-born / trueborn,
箱入り,はこいり,cased / boxed,
日干し,ひぼし,sun-dried,
術後,じゅつご,postoperative / after surgery,
従前,じゅうぜん,previous / former,
可処分,かしょぶん,disposable,
既刊,きかん,already published,
小型,こがた,small-sized / small-scale / miniature,
区立,くりつ,established by a ward / ward / municipal,
的外れ,まとはずれ,off the mark / off base / misdirected,
無配,むはい,without dividend,
無二,むに,peerless / matchless / unparalleled,
仲間内,なかまうち,(among) one's friends / (within) one's circle,
大振り,おおぶり,somewhat large / of a larger size / on the large side,
お待ちかね,おまちかね,long-awaited / long-waited-for,
臨港,りんこう,facing (along) the harbor (harbour),
清新,せいしん,fresh / new,
石造,せきぞう,stone construction,
所期,しょき,expected / anticipated / hoped for,
所要,しょよう,required / needed / necessary,
住み込み,すみこみ,live-in (e.g. job),
立ち枯れ,たちがれ,blighted / withered,
大輪,たいりん,large-flowered,
適時,てきじ,timely / opportune,
時計回り,とけいまわり,clockwise rotation / CW,
薄手,うすで,"thin (paper, cloth, porcelain, etc.) / of thin make / light (e.g. coat)",
薄曇り,うすぐもり,slightly cloudy,
在野,ざいや,out of office / out of power / in opposition,
赤旗,あかはた,red flag,
網目,あみめ,mesh (of a net),
番狂わせ,ばんくるわせ,unexpected result / upset / surprise,
馬身,ばしん,horse's length,
琵琶湖,びわこ,Lake Biwa / Biwako,
木刀,ぼくとう,wooden sword,
棒高跳び,ぼうたかとび,pole vault,
棒読み,ぼうよみ,reading in a monotone / stiff delivery / wooden delivery,
部会,ぶかい,section meeting,
部活,ぶかつ,club activities / extracurricular activities,
部局,ぶきょく,department / bureau / section,
文武,ぶんぶ,literary and military arts / the pen and the sword,
文教,ぶんきょう,education / culture,
病原体,びょうげんたい,pathogen,
病弊,びょうへい,evil influence / ill effect,
病根,びょうこん,cause of a disease / root of an evil,
病魔,びょうま,demon of ill health / disease,
病歴,びょうれき,medical history / case history / clinical history,
病身,びょうしん,weak constitution / ill health,
着地,ちゃくち,landing,
着床,ちゃくしょう,implantation (of an embryo),
着水,ちゃくすい,landing on water / hitting the water / splashdown,
着座,ちゃくざ,taking a seat,
地方版,ちほうばん,local edition,
地表,ちひょう,surface of the earth / ground surface,
地磁気,ちじき,geomagnetism / terrestrial magnetism,
築造,ちくぞう,construction / building,
知能犯,ちのうはん,intellectual crime / white-collar crime,
地の利,ちのり,locational advantage / advantageous position,
跳馬,ちょうば,long horse (for vaulting),
長兄,ちょうけい,eldest brother,
長江,ちょうこう,Yangtze River (China) / Changjiang River,
調教,ちょうきょう,training (animals) / breaking (animals),
長命,ちょうめい,long life,
調味,ちょうみ,seasoning / flavoring / flavouring,
長身,ちょうしん,tall figure / high stature,
長幼,ちょうよう,young and old,
超絶,ちょうぜつ,transcendence / excellence / superiority,
忠犬,ちゅうけん,faithful dog,
宙乗り,ちゅうのり,midair stunt / aerial stunts,
中生代,ちゅうせいだい,Mesozoic era,
忠臣,ちゅうしん,loyal retainer / loyal subject,
大福,だいふく,great fortune / good luck,
第一声,だいいっせい,first words said (e.g. when meeting someone) / first thing out of one's mouth,
大蛇,だいじゃ,big snake / (large) serpent,
大吉,だいきち,excellent luck (esp. in fortune-telling),
大卒,だいそつ,university graduate / having graduated from university,
脱会,だっかい,"withdrawal (from membership of organization, organisation)",
暖地,だんち,warm district / region of mild climate,
男児,だんじ,boy / son,
断交,だんこう,breaking off relations (esp. between countries),
打算,ださん,calculation / self-interest / selfishness,
脱脂粉乳,だっしふんにゅう,powdered skim milk / skimmed milk powder / non-fat dry milk,
脱硫,だつりゅう,desulfurization / desulphurisation / desulphurization,
デボン紀,でぼんき,Devonian period,
電気炉,でんきろ,electric furnace,
土偶,どぐう,earthen figure / clay figure,
土方,どかた,construction worker / laborer (labourer) / navvy,
毒ガス,どくがす,poison gas,
独白,どくはく,monologue / soliloquy,
独力,どくりょく,one's own effort,
度量,どりょう,generosity / magnanimity / tolerance,
怒声,どせい,angry voice,
土砂,どしゃ,sediment / earth and sand,
銅鐸,どうたく,bell-shaped bronze vessel of Yayoi period,
エッフェル塔,えっふぇるとう,Eiffel Tower,
栄養分,えいようぶん,nutrient / nutrition,
栄誉礼,えいよれい,salute from a guard of honor,
役務,えきむ,labor / labour / service,
赤子,あかご,baby,
浮沈,ふちん,floating and sinking / rise and fall / ebb and flow,
風洞,ふうどう,wind tunnel,
風評,ふうひょう,rumor / rumour / gossip,
布陣,ふじん,battle formation,
風光,ふうこう,(beautiful) scenery / natural beauty,
風向,ふうこう,wind direction,
覆土,ふくど,covering seeds with soil,
服地,ふくじ,cloth / dress material / clothing fabric,
服務,ふくむ,duty / public service,
福徳,ふくとく,fortune / happiness and prosperity,
不協和音,ふきょうわおん,discord (in a relationship) / disagreement / disharmony,
風味,ふうみ,taste / flavor / flavour,
船乗り,ふなのり,sailor / seaman / mariner,
腐乱,ふらん,decomposition / ulceration,
二つ目,ふたつめ,second (in a series),
