word,reading,meaning,level
訳詞,やくし,가사 번역,
訳詩,やくし,번역된 시,
渡仏,とふつ,프랑스로 감,
渡欧,とおう,유럽으로 감,
液体酸素,えきたいさんそ,액체 산소,
液肥,えきひ,액체 비료,
不確定,ふかくてい,불확실한,
北限,ほくげん,북쪽 한계,
副知事,ふくちじ,부지사,
財務官,ざいむかん,재무관,
在中,ざいちゅう,내부에 있음,
在りし日,ありしひ,과거 날들,
在家,ざいけ,시골집,
在郷軍人,ざいごうぐんじん,예비역,
在勤,ざいきん,근무 중,
採石,さいせき,채석,
採光,さいこう,자연 채광,
採鉱,さいこう,광산 채굴,
九死,きゅうし,간신히 죽음 면함,
臭覚,しゅうかく,후각,
宮家,みやけ,황자 가문,
窮余,きゅうよ,끝부분,
照り返し,てりかえし,반사,
超人的,ちょうじんてき,초인간적인,
超音波,ちょうおんぱ,초음파,
超党派,ちょうとうは,초당파적인,
超伝導,ちょうでんどう,초전도성,
焼失,しょうしつ,화재 파괴,
焼き打ち,やきうち,방화,
焼け石,やけいし,뜨거운 돌,
焼け野原,やけのはら,불탄 들판,
哨戒,しょうかい,순찰(함정·항공기),
消防庁,しょうぼうちょう,소방청,
消費財,しょうひざい,소비재,
小手,こて,팔뚝,
小手先,こてさき,손끝,
小出し,こだし,소량 배분,
小曲,しょうきょく,짧은 곡,
小休止,しょうきゅうし,짧은 휴식,
小回り,こまわり,급회전,
小宇宙,しょううちゅう,소우주,
小作,こさく,소작농,
小兵,こひょう,작은 체격,
小児病,しょうにびょう,어린 시절 질병,
小刻み,こきざみ,잘게 썬,
小為替,こがわせ,(과거) 우편환(1951년 폐지),
小差,しょうさ,약간의 차이,
小唄,こうた,코우타(일본 전통 노래),
小党,しょうとう,소정당,
小骨,こぼね,작은 뼈,
小袖,こそで,누비옷,
小異,しょうい,사소한 차이,
小粒,こつぶ,작은 (곡물·열매),
小槌,こづち,작은 망치,
小論,しょうろん,짧은 기사,
笑いもの,わらいもの,웃음거리,
答辞,とうじ,답사,
執行機関,しっこうきかん,집행 위원회,
踏み台,ふみだい,발판 의자,
踏み込み,ふみこみ,철저한 처리,
踏み絵,ふみえ,충성도 검사,
友禅染,ゆうぜんぞめ,염색법 종류,
有史,ゆうし,역사에 기록됨,
有事,ゆうじ,비상사태,
有りがち,ありがち,공통의,
有税,ゆうぜい,과세 대상,
有機的,ゆうきてき,유기적인,
右左,みぎひだり,좌우,
国土計画,こくどけいかく,국토 계획,
国民的,こくみんてき,국가적,
国光,こっこう,국가 영광,
国有化,こくゆうか,국유화,
国防会議,こくぼうかいぎ,국방회의(일본),
国法,こくほう,국법,
国家主義,こっかしゅぎ,국수주의,
国元,くにもと,자택,
国際色,こくさいしょく,국제적 성격,
郵便切手,ゆうびんきって,우표,
郵便受け,ゆうびんうけ,우편함,
過失致死,かしつちし,과실치사,
砲丸投げ,ほうがんなげ,포환 던지기,
砲台,ほうだい,포대,
砲身,ほうしん,총신,
腹式呼吸,ふくしきこきゅう,횡격막 호흡,
宝刀,ほうとう,명검,
宝冠,ほうかん,관,
浮き沈み,うきしずみ,기복,
浮動株,ふどうかぶ,유동 주식,
浮動票,ふどうひょう,결정적 표,
相互作用,そうごさよう,상호 작용,
相部屋,あいべや,방을 함께 씀,
相愛,そうあい,상호 사랑,
相続税,そうぞくぜい,상속세,
相関関係,そうかんかんけい,상관관계,
相談役,そうだんやく,상담가,
相談所,そうだんじょ,상담소,
想像力,そうぞうりょく,상상력,
素振り,すぶり,연습 스윙,
素読,そどく,무의미 낭독,
青山,せいざん,무성한 산,
青木,あおき,일본월계수,
青年団,せいねんだん,청년회,
青写真,あおじゃしん,설계도,
青田,あおた,푸른 논,
青色申告,あおいろしんこく,파란색 신고서,
青竹,あおだけ,푸른 대나무,
青梅,あおうめ,덜 익은 매실,
青息吐息,あおいきといき,깊은 고뇌,
青票,せいひょう,파란 투표용지,
青雲,せいうん,푸른 하늘,
青銅器,せいどうき,청동기,
情状,じょうじょう,사정,
情報部,じょうほうぶ,정보국,
清朝,しんちょう,세이초타이,
晴れ姿,はれすがた,최상의 옷차림,
晴れ晴れ,はればれ,밝은,
静養,せいよう,회복기 휴식,
浄土宗,じょうどしゅう,정토종,
浄財,じょうざい,금전 헌금,
精妙,せいみょう,절묘한,
精神分析,せいしんぶんせき,정신분석,
精神的,せいしんてき,정신의,
精神病,せいしんびょう,정신질환,
精神鑑定,せいしんかんてい,정신과 검사,
精彩,せいさい,광휘,
請求権,せいきゅうけん,권리 주장,
請負,うけおい,노무 계약,
請負業,うけおいぎょう,건설업,
請託,せいたく,권유,
壁面,へきめん,벽면,
避難民,ひなんみん,피난민,
平和部隊,へいわぶたい,평화봉사단,
平壌,ぴょんやん,평양,
評伝,ひょうでん,비평 전기,
名人芸,めいじんげい,명연주,
名山,めいざん,명산,
名代,みょうだい,대리인,
名句,めいく,명언,
名目賃金,めいもくちんぎん,명목 임금,
名店,めいてん,유명 상점,
名品,めいひん,우수품,
名将,めいしょう,위대한 지휘관,
名馬,めいば,명마,
名訳,めいやく,우수 번역,
名跡,めいせき,유명 유적지,
名歌,めいか,우수 시,
民具,みんぐ,민속 공예품,
民俗芸能,みんぞくげいのう,민속 오락,
民間放送,みんかんほうそう,상업 방송,
買い入れ,かいいれ,구매,
買い上げ,かいあげ,구매,
買い支え,かいささえ,매수,
買い手市場,かいてしじょう,매수자 시장,
買い方,かいかた,구매자,
買い付け,かいつけ,대량 구매,
買い控え,かいびかえ,절제된 구매,
買い得,かいどく,흥정,
売人,ばいにん,상인,
売上金,うりあげきん,매출금,
売り手市場,うりてしじょう,매도자 시장,
売り主,うりぬし,판매자,
売価,ばいか,판매 가격,
売り渡し,うりわたし,판매,
鳴子,なるこ,박자기,
鳴門,なると,조류가 센 해협,
滞在中,たいざいちゅう,체류 중,
世界中,せかいじゅう,전 세계,
世情,せじょう,세상 이치,
世間並み,せけんなみ,일상적인,
世話役,せわやく,관리자,
世話物,せわもの,세와모노(에도 시대 현대극),
残余,ざんよ,잔여,
残照,ざんしょう,잔광,
線描,せんびょう,선화,
砂上,さじょう,모래 위에 지어진,
砂山,すなやま,모래 언덕,
砂煙,すなけむり,모래 먼지 구름,
散文詩,さんぶんし,산문시,
散逸,さんいつ,흩어져 사라짐,
産別,さんべつ,산업 조합,
産前,さんぜん,출산 전,
産額,さんがく,생산량,
山人,やまびと,산골 사람,
山元,やまもと,산기슭,
山の手,やまのて,언덕 주택가,
山吹,やまぶき,앵초,
山形,やまがた,야마가타,
山村,さんそん,산촌,
山河,さんが,산천,
山国,やまぐに,산악 지방,
山海,さんかい,산과 바다,
山姥,やまうば,산마녀,
山盛り,やまもり,더미,
山開き,やまびらき,산행 시작,
山塊,さんかい,산체,
山路,やまじ,산길,
山際,やまぎわ,산등성이,
山積み,やまづみ,거대한 무더기,
山麓,さんろく,산기슭,
義士,ぎし,충신,
義捐,ぎえん,자선금,
義務的,ぎむてき,강제적인,
顔向け,かおむけ,공개 출현,
言下,げんか,즉시,
言い出しっぺ,いいだしっぺ,최초 발언자,
言い争い,いいあらそい,언쟁,
言い逃れ,いいのがれ,회피,
言い値,いいね,호가,
言い換え,いいかえ,다른 말로 표현,
言辞,げんじ,언어,
言語障害,げんごしょうがい,언어 장애,
基礎控除,きそこうじょ,기본 공제,
期成同盟,きせいどうめい,목적 단체,
棋風,きふう,장기·바둑 스타일,
旗本,はたもと,막부 가신,
器械体操,きかいたいそう,기구 체조,
安全装置,あんぜんそうち,안전 장치,
案内状,あんないじょう,초대장,
鞍馬,あんば,마루말,
閑古鳥,かんこどり,뻐꾸기,
冷夏,れいか,서늘한 여름,
領主,りょうしゅ,봉건 영주,
燐光,りんこう,인광,
隣室,りんしつ,인접 방,
利上げ,りあげ,금리 인상,
利下げ,りさげ,금리 인하,
利水,りすい,관개,
利付債,りつきさい,이자 채권,
利用価値,りようかち,유용 가치,
利便,りべん,편의,
利害関係,りがいかんけい,이익,
歴程,れきてい,통로,
霊山,れいざん,성산,
霊前,れいぜん,고인 앞,
霊泉,れいせん,기적의 샘,
霊場,れいじょう,성지,
低姿勢,ていしせい,낮은 자세 유지,
底入れ,そこいれ,가격 바닥,
底引き網,そこびきあみ,트롤망,
底冷え,そこびえ,매서운 추위,
第一義,だいいちぎ,주요 의미,
第一線,だいいっせん,전선,
第三国,だいさんごく,제3국,
指折り,ゆびおり,선도,
指導主事,しどうしゅじ,교원 감독관,
意識的,いしきてき,의식 있는,
億万,おくまん,수백만,
臆病者,おくびょうもの,겁쟁이,
恒産,こうさん,부동산,
極左,きょくさ,극좌,
極め付き,きわめつき,인증된,
極彩色,ごくさいしき,선명한 색,
極細,ごくぼそ,최상급의,
極道,ごくどう,사악한,
校風,こうふう,학교 전통,
校訓,こうくん,학교 교훈,
学士院,がくしいん,일본 학술원,
学外,がくがい,학교 밖,
学用品,がくようひん,학용품,
学芸会,がくげいかい,학교 예술제,
学事,がくじ,교육 업무,
学制,がくせい,교육 제도,
学術会議,がくじゅつかいぎ,일본 과학 협의회,
学務,がくむ,학교 업무,
教主,きょうしゅ,종파 창시자,
教学,きょうがく,교육과 학문,
教育的,きょういくてき,교육의,
教則本,きょうそくぼん,설명서,
教護院,きょうごいん,소년원,
女人禁制,にょにんきんせい,여성 출입 금지,
女学校,じょがっこう,여학교,
女房役,にょうぼうやく,조수,
若木,わかぎ,어린 나무,
若い者,わかいもの,젊은이,
若武者,わかむしゃ,젊은 전사,
若宮,わかみや,젊은 황자,
若菜,わかな,젊은 녹색 식물,
桑原,くわばら,뽕밭,
庭先,にわさき,집 가까운 정원 부분,
挺身隊,ていしんたい,위험 임무 자원 부대,
紙一重,かみひとえ,종이처럼 얇은 차이,
紙質,ししつ,종이 질,
地下資源,ちかしげん,지하 자원,
地中,ちちゅう,땅속에,
地中海,ちちゅうかい,지중해,
地方分権,ちほうぶんけん,권력 분산,
地方公務員,ちほうこうむいん,지방 공무원,
地方行政,ちほうぎょうせい,지방 행정,
地方自治,ちほうじち,지방 자치,
地方自治体,ちほうじちたい,지방 당국,
地方税,ちほうぜい,지방세,
地方議会,ちほうぎかい,지방 의회,
地合い,じあい,질감,
地吹雪,じふぶき,땅에서 날리는 눈,
地底,ちてい,지하 깊은 곳,
地域社会,ちいきしゃかい,지역 사회,
地割れ,じわれ,땅의 균열,
地場,じば,지역,
地鳴り,じなり,땅의 우르르 소리,
地続き,じつづき,인접 토지,
地唄,じうた,민요 양식,
地縁,ちえん,영토 관계,
成文,せいぶん,문서 표현,
成長株,せいちょうかぶ,성장 주식,
成約,せいやく,계약 체결,
成案,せいあん,확정 계획,
成魚,せいぎょ,성어,
成鳥,せいちょう,성조,
城内,じょうない,성 내부,
盛り土,もりど,제방,
盛会,せいかい,성공적인 회의,
盛時,せいじ,인생의 전성기,
盛期,せいき,번영기,
誠心,せいしん,성실,
整理部,せいりぶ,교정부,
整髪,せいはつ,미용,
神木,しんぼく,신성한 나무,
神学校,しんがっこう,신학 학교,
神前,しんぜん,신 앞에서,
神格,しんかく,신성,
神経学,しんけいがく,신경학,
神頼み,かみだのみ,신에게 간청,
神職,しんしょく,신관,
紳士的,しんしてき,신사다운,
紳士録,しんしろく,유명 인사,
電気器具,でんききぐ,전기 기기,
電話口,でんわぐち,전화 수화기,
電源開発,でんげんかいはつ,전력 개발,
引揚者,ひきあげしゃ,귀환자,
引換券,ひきかえけん,교환권,
先天,せんてん,내재하는,
先送り,さきおくり,미루기,
洗足,せんそく,발 씻기,
洗い場,あらいば,세탁 장소,
西日本,にしにほん,서일본,
西洋式,せいようしき,서양식,
西高東低,せいこうとうてい,서쪽 고기압 동쪽 저기압,
西班牙,すぺいん,스페인,
西域,せいいき,중국 서부 지역,
四十九日,しじゅうくにち,사망 49일째,
四天王,してんのう,4대 인물,
四手,しで,지그재그 종이 장식,
四面,しめん,사방,
死力,しりょく,전력,
死生,しせい,생사,
死没,しぼつ,죽음,
死に物狂い,しにものぐるい,절망,
死海,しかい,사해,
死票,しひょう,낙선자에게 투표,
死線,しせん,생사 경계,
私人,しじん,개인,
私心,ししん,이기심,
私生児,しせいじ,사생아,
私兵,しへい,사병 집단,
私利,しり,사리사욕,
私法,しほう,사법,
私欲,しよく,사리사욕,
私情,しじょう,개인 감정,
私営,しえい,민간 운영,
私腹,しふく,자기 이익,
私権,しけん,사적 권리,
細見,さいけん,시각적 조사,
細胞分裂,さいぼうぶんれつ,세포 분열,
細則,さいそく,내규,
細腕,ほそうで,가느다란 팔,
細道,ほそみち,좁은 길,
枕絵,まくらえ,에로 그림,
枕詞,まくらことば,서문,
汁気,しるけ,과즙,
針葉樹,しんようじゅ,침엽수,
深入り,ふかいり,깊이 관여함,
深化,しんか,심화,
深長,しんちょう,심오한,
深追い,ふかおい,지나친 추적,
湿り気,しめりけ,수분,
継続的,けいぞくてき,연속적인,
持ち分,もちぶん,비용 분담금,
持ち合わせ,もちあわせ,수중 물건,
持ち回り閣議,もちまわりかくぎ,순환 내각,
持ち逃げ,もちにげ,도주,
持ち帰り,もちかえり,포장 음식,
持続的,じぞくてき,연속적인,
持ち腐れ,もちぐされ,미사용 소유물,
市議会,しぎかい,시 의회,
得失,とくしつ,장단점,
統一的,とういつてき,통합된,
道中,どうちゅう,여행,
道徳的,どうとくてき,윤리적인,
祝い事,いわいごと,축하,
祝意,しゅくい,축하,
虫除け,むしよけ,살충제,
虫食い,むしくい,벌레 먹은,
皮算用,かわざんよう,과도한 낙관적 계산,
あれ程,あれほど,그 정도까지,
波風,なみかぜ,바람과 파도,
波間,なみま,파도 사이 간격,
被り物,かぶりもの,머리 장식,
増水,ぞうすい,수위 상승,
増便,ぞうびん,항공편 증가,
増発,ぞうはつ,운행 편수 증가,
増派,ぞうは,증원군,
増配,ぞうはい,증가된 배급량,
増量,ぞうりょう,양의 증가,
増補,ぞうほ,확장,
増額,ぞうがく,금액 증가,
磁力,じりょく,자기력,
字詰め,じづめ,행당 문자 수,
再訪,さいほう,재방문,
伏流,ふくりゅう,지하수류,
婦選,ふせん,여성 참정권,
海山,うみやま,바다와 산,
海外旅行,かいがいりょこう,해외 여행,
海図,かいず,해도,
海運業,かいうんぎょう,해운업,
海賊版,かいぞくばん,해적판,
夢見,ゆめみ,꿈꾸기,
釣具,つりぐ,낚시 도구,
盗掘,とうくつ,불법 채굴,
場外,じょうがい,홀 밖,
場当たり,ばあたり,관객 맞춤 행동,
場数,ばかず,경험,
湯水,ゆみず,온수와 냉수,
瞠目,どうもく,응시,
上伸,じょうしん,시장 가격 상승,
上告審,じょうこくしん,항소 심리,
上乗せ,うわのせ,추가,
上期,かみき,상반기,
商学,しょうがく,상업 과학,
商戦,しょうせん,판매 경쟁,
良知,りょうち,직관,
浪曲,ろうきょく,록쿄쿠(일본 전통 음악),
落ち目,おちめ,인기 하락 중,
落花生,らっかせい,땅콩,
露天商,ろてんしょう,노점상,
露払い,つゆはらい,선두 안내인,
露西亜,ろしあ,러시아,
巨悪,きょあく,대악,
虚実,きょじつ,거짓과 진실,
打力,だりょく,타격력,
打ち上げ花火,うちあげはなび,폭죽,
打ち止め,うちどめ,경기 종료,
打ち出し,うちだし,무늬 엠보싱,
打ち合い,うちあい,타격 교환,
打ち掛け,うちかけ,여성 혼례복,
灯火管制,とうかかんせい,야간 정전,
町名,ちょうめい,도시 이름,
町役場,まちやくば,시청,
町奉行,まちぶぎょう,에도 시대 관찰사,
町議会,ちょうぎかい,읍의회,
定点,ていてん,고정점,
定率,ていりつ,고정 요금,
定期的,ていきてき,주기적,
定期船,ていきせん,여객선,
定期預金,ていきよきん,정기 예금,
定置網,ていちあみ,고정 어망,
策動,さくどう,기동 훈련,
積み木,つみき,나무 블록,
積み込み,つみこみ,화물 적재,
積み重ね,つみかさね,더미,
積み残し,つみのこし,남은 화물,
積み荷,つみに,짐,
積ん読,つんどく,책 구매 후 미독,
奇問,きもん,골치 아픈 질문,
寄せ木細工,よせぎざいく,나무 모자이크,
寄り付き,よりつき,개회식,
寄付行為,きふこうい,기부 증서,
寄り合い所帯,よりあいじょたい,여러 가구 집합체,
寄せ書き,よせがき,공동 낙서 모음,
歌会始,うたかいはじめ,황실 신년 시 낭독,
歌舞,かぶ,노래와 춤,
退団,たいだん,탈퇴,
退席,たいせき,자리에서 일어남,
退路,たいろ,퇴로,
退潮,たいちょう,썰물,
突き出し,つきだし,돌출부,
鉄人,てつじん,철인,
鉄工,てっこう,제철,
鉄火,てっか,달군 쇠,
鉄柱,てっちゅう,철봉,
鉄砲水,てっぽうみず,급류,
鉄腕,てつわん,강한 팔,
鉄壁,てっぺき,철벽,
幾重,いくえ,쌓기,
機上,きじょう,비행기 탑승,
機密費,きみつひ,비밀 자금,
機銃,きじゅう,기관총,
機関士,きかんし,기관사,
機織り,はたおり,직조,
近代詩,きんだいし,현대시,
希望的,きぼうてき,희망적인,
温泉郷,おんせんきょう,온천 마을,
練り製品,ねりせいひん,어묵,
連れ込み宿,つれこみやど,애인 전용 호텔,
連句,れんく,연시,
連名,れんめい,연서,
連投,れんとう,다중 게시,
連夜,れんや,매일 저녁,
連呼,れんこ,반복 호출,
連帯保証,れんたいほしょう,연대 보증,
連記,れんき,복수 입장,
連結器,れんけつき,연결기,
連関,れんかん,연결,
連鎖反応,れんさはんのう,연쇄 반응,
絵解き,えとき,그림 해설,
権利金,けんりきん,권리금,
観念的,かんねんてき,개념적,
観閲,かんえつ,사열,
話し相手,はなしあいて,상대,
母艦,ぼかん,모선,
梅雨前線,ばいうぜんせん,장마 전선,
梅園,ばいえん,매실 과수원,
牧舎,ぼくしゃ,헛간,
球界,きゅうかい,야구계,
当代,とうだい,현대,
当主,とうしゅ,가주,
当たり年,あたりどし,풍년,
当たり役,あたりやく,성공 배역,
当夜,とうや,그날 밤,
当座預金,とうざよきん,당좌 예금,
当落,とうらく,선거 결과,
当確,とうかく,당선 예상,
賞牌,しょうはい,메달,
英俊,えいしゅん,천재,
折り返し点,おりかえしてん,전환점,
誓約書,せいやくしょ,서면 맹세,
製材,せいざい,톱질,
製油,せいゆ,정유,
製油所,せいゆじょ,정유 공장,
製陶,せいとう,도자기 제조,
製鉄所,せいてつじょ,제철소,
大上段,だいじょうだん,거만한 태도,
大山,たいざん,거산,
大太鼓,おおだいこ,대북,
大凶,だいきょう,대흉,
大引け,おおびけ,장 마감,
大本山,だいほんざん,본산,
大本営,だいほんえい,황실 총본부,
大広間,おおひろま,본당,
大目,おおめ,관대함,
大任,たいにん,중요 임무,
大老,たいろう,(에도 시대) 수상,
大同,だいどう,대체적 유사,
大同団結,だいどうだんけつ,합병,
大当たり,おおあたり,대성공,
大回転,だいかいてん,대회전,
大成,たいせい,완성,
大自然,だいしぜん,본성,
大乱,たいらん,반란,
大役,たいやく,중요 임무,
大系,たいけい,개요,
大車輪,だいしゃりん,거대 회전,
大典,たいてん,성대한 의식,
大味,おおあじ,담백한 맛,
大往生,だいおうじょう,평화로운 죽음,
大乗,だいじょう,대형 승합차,
大帝,たいてい,대제,
大政,たいせい,주권,
大食,たいしょく,대식증,
大荒れ,おおあれ,대폭풍,
大部屋,おおべや,대형 방,
大挙,たいきょ,전력으로,
大破,たいは,심각한 피해,
大時代,おおじだい,구식의,
大野,おおの,대평야,
大動脈,だいどうみゃく,중요 교통로,
大著,たいちょ,대작,
大脳皮質,だいのうひしつ,대뇌 피질,
大船,おおぶね,대형 선박,
大敗,たいはい,대패배,
大御所,おおごしょ,주요 인물,
大衆化,たいしゅうか,대중화,
大衆性,たいしゅうせい,인기,
大道,だいどう,중심가,
大道具,おおどうぐ,무대 장치,
大僧正,だいそうじょう,대사제,
大義,たいぎ,대의명분,
大農,だいのう,대규모 농업,
大腸菌,だいちょうきん,대장균,
大詰め,おおづめ,최종 장면,
大路,おおじ,중심 거리,
大儀,たいぎ,국가 의식,
大潮,おおしお,밀물,
大震災,だいしんさい,대지진,
大観,たいかん,개괄,
太公望,たいこうぼう,열성 낚시꾼,
太白,たいはく,굵은 비단실,
太り肉,ふとりじし,비만한,
太陽電池,たいようでんち,태양 전지,
多方面,たほうめん,다방면의,
多色,たしょく,다채로운 색깔,
多雨,たう,호우,
多発,たはつ,반복 발생,
多感,たかん,민감한,
舌鼓,したつづみ,음식에 침을 삼키다,
舌触り,したざわり,혀로 맛보다,
値崩れ,ねくずれ,가격 폭락,
埴輪,はにわ,하니와(고대 토기 인형),
植え付け,うえつけ,심기,
植物油,しょくぶつゆ,식물성 기름,
置き土産,おきみやげ,이별 선물,
置き去り,おきざり,남겨둠,
置き傘,おきがさ,비상용 우산,
特別区,とくべつく,특별 구역,
特注,とくちゅう,특별 주문품,
特捜,とくそう,특별 조사,
特許庁,とっきょちょう,특허청,
特進,とくしん,특별 승진,
特装,とくそう,특별 장비,
特選,とくせん,특별 선발,
差し入れ,さしいれ,삽입,
差し替え,さしかえ,교체,
祭主,さいしゅ,주지,
祭事,さいじ,축제,
祭儀,さいぎ,의식,
甘えん坊,あまえんぼう,조르는 아이,
押し入り,おしいり,침입,
押し目買い,おしめがい,저가 매수,
押し込み,おしこみ,억지로 밀어넣기,
押し花,おしばな,압화,
既往,きおう,과거,
既製品,きせいひん,기성품,
気炎,きえん,기운 넘침,
気弱,きよわ,소심한,
愛社,あいしゃ,회사 충성,
入部,にゅうぶ,동호회 가입,
入れ替え,いれかえ,교체,
内回り,うちまわり,내측 차선,
内発,ないはつ,내면의 에너지 폭발,
納采,のうさい,약혼 선물,
納金,のうきん,지불,
納涼,のうりょう,더위를 피해 바람 쐬기,
南北問題,なんぼくもんだい,남북 문제,
南極点,なんきょくてん,남극,
賃下げ,ちんさげ,임금 삭감,
賃金格差,ちんぎんかくさ,임금 격차,
賃貸借,ちんたいしゃく,임대,
男手,おとこで,남성의 도움,
男声,だんせい,남성의 목소리,
寝技,ねわざ,비밀 거래,
寝泊まり,ねとまり,하룻밤 묵음,
潜在意識,せんざいいしき,잠재의식,
心身症,しんしんしょう,정신신체 질환,
心性,しんせい,마음,
心室,しんしつ,심실,
心根,こころね,속마음,
心理的,しんりてき,심리적인,
心意気,こころいき,정신,
心機一転,しんきいってん,태도 변화,
心頭,しんとう,심장,
心臓病,しんぞうびょう,심장병,
養父母,ようふぼ,양부모,
養老,ようろう,노인 부양,
養護教諭,ようごきょうゆ,학교 보건교사,
様変わり,さまがわり,완전한 변화,
洋弓,ようきゅう,서양 양궁,
洋紙,ようし,서양 종이,
洋装,ようそう,서양 복장,
象徴的,しょうちょうてき,상징적인,
営林局,えいりんきょく,지역 산림 사무소,
街頭募金,がいとうぼきん,길거리 모금,
記録的,きろくてき,기록,
里親,さとおや,위탁 부모,
理性的,りせいてき,합리적인,
理数,りすう,과학과 수학,
理詰め,りづめ,추리,
裏番組,うらばんぐみ,동시간대 경쟁 프로그램,
陵墓,りょうぼ,황제 무덤,
力負け,ちからまけ,압도당해 패배함,
鳥人,ちょうじん,비행사,
鳥獣,ちょうじゅう,조류와 야생동물,
薬代,くすりだい,약값 청구,
薬用,やくよう,약용,
薬害,やくがい,약물 부작용,
薬師如来,やくしにょらい,약사여래불,
薬理,やくり,약효,
薬理学,やくりがく,약리학,
票数,ひょうすう,투표 집계,
暴漢,ぼうかん,깡패,
暴論,ぼうろん,비합리적 논증,
爆心,ばくしん,폭발 중심,
爆音,ばくおん,폭발음,
表面積,ひょうめんせき,표면적,
長丁場,ながちょうば,긴 구간,
長子,ちょうし,장남,
長文,ちょうぶん,장문,
長生,ちょうせい,장수,
長征,ちょうせい,장기간 군사 원정,
長径,ちょうけい,장축,
長雨,ながあめ,장기간 강우,
長屋,ながや,공공 임대 주택,
長靴,ながぐつ,가죽 부츠,
長髪,ちょうはつ,긴 머리(주로 남성),
張り合い,はりあい,경쟁,
常備,じょうび,항상 준비된,
常勤,じょうきん,정규직 고용,
常温,じょうおん,정상 체온,
常勝,じょうしょう,무적의,
常道,じょうどう,일반 관행,
常識的,じょうしきてき,보통의,
作画,さくが,그림 그리기,
作況,さっきょう,작황,
作為的,さくいてき,의도적인,
作劇,さくげき,희곡 집필,
所収,しょしゅう,수록됨,
所業,しょぎょう,행위(보통 바람직하지 않은),
所番地,ところばんち,주소,
所論,しょろん,의견,
初年,しょねん,첫해,
初見,しょけん,첫 시선,
初物,はつもの,첫 수확물,
初音,はつね,새해 첫 새소리,
初診,しょしん,초기 건강검진,
初顔合わせ,はつかおあわせ,첫 만남,
将軍家,しょうぐんけ,막부 계승 가문,
奨学,しょうがく,학습 격려,
床上,ゆかうえ,층 위에,
強火,つよび,강한 불꽃(요리),
強圧,きょうあつ,압력,
強行軍,きょうこうぐん,강행 행군,
強肩,きょうけん,강한 투척 팔,
競技場,きょうぎじょう,경기장,
知日,ちにち,일본에 정통한,
知育,ちいく,지적 훈련,
知能指数,ちのうしすう,지능 지수,
知恵袋,ちえぶくろ,모든 지혜,
知識人,ちしきじん,지식인,
聴聞,ちょうもん,청취,
声量,せいりょう,음량,
聖地,せいち,성지,
聖者,せいじゃ,성인,
聖教,せいきょう,성스러운 가르침(특히 공자),
支庁,しちょう,정부 지부,
支配的,しはいてき,우세한,
支署,ししょ,변전소,
肢体不自由児,したいふじゆうじ,신체 장애 아동,
解放区,かいほうく,해방 구역,
解党,かいとう,정당 해산,
隔世,かくせい,연령 분리,
単勝,たんしょう,경마 우승,
弾き語り,ひきがたり,자기 반주 노래,
戦中,せんちゅう,전쟁 중,
戦中派,せんちゅうは,전쟁 세대,
戦友,せんゆう,전우,
戦史,せんし,군사 역사,
戦法,せんぽう,전술,
戦敗,せんぱい,전쟁 패배,
戦費,せんぴ,전쟁 비용,
戦傷,せんしょう,전쟁 상처,
戦意,せんい,전투 의지,
戦跡,せんせき,옛 전장,
戦歴,せんれき,군 복무,
戦端,せんたん,교전 개시,
戦闘員,せんとういん,전투원,
禅譲,ぜんじょう,권력 이양 원활,
壇上,だんじょう,무대 위,
脱臭,だっしゅう,탈취,
脱党,だっとう,정당 탈당,
税目,ぜいもく,과세 항목,
税源,ぜいげん,과세 원천,
説明文,せつめいぶん,설명 주석,
瀬踏み,せぶみ,탐색,
眼中,がんちゅう,배려,
眼底,がんてい,안저,
眼前,がんぜん,눈앞에,
銀世界,ぎんせかい,설경,
銀製,ぎんせい,은제,
店構え,みせがまえ,가게 외관,
点差,てんさ,점수 차이,
点訳,てんやく,점자 번역,
添え物,そえもの,추가,
添乗,てんじょう,동행,
法文,ほうぶん,법문,
法事,ほうじ,불교 제사,
法治国,ほうちこく,입헌 국가,
法相,ほうしょう,법무장관,
法理,ほうり,법 원칙,
法務委員会,ほうむいいんかい,사법 위원회,
法話,ほうわ,불교 설법,
品定め,しなさだめ,평가,
品数,しなかず,상품 다양성,
快音,かいおん,쾌적한 소리,
歳時記,さいじき,계절어 연감,
月払い,つきばらい,월부 납부,
月形,つきがた,초승달 모양,
外伝,がいでん,보충 전기,
外交員,がいこういん,선거 운동원,
外交辞令,がいこうじれい,외교적 표현,
外宮,げくう,이세 신궁 외궁,
外装,がいそう,외관,
木本,もくほん,나무,
木地,きじ,나무 결,
木部,もくぶ,나무 부분,
目的意識,もくてきいしき,목적 의식,
目の前,めのまえ,눈앞에,
目配り,めくばり,경계 태세,
目張り,めばり,기밀재,
目線,めせん,시선,
逃げ場,にげば,피난처,
逃避行,とうひこう,도피 여행,
跳ね上がり,はねあがり,점프,
高年,こうねん,노년,
高利,こうり,고금리,
高飛び込み,たかとびこみ,높은 다이빙,
高点,こうてん,고득점,
高徳,こうとく,성스러움,
高緯度,こういど,고위도,
高嶺,たかね,높은 봉우리,
高瀬,たかせ,얕은 강,
県人,けんじん,현 출신자,
県人会,けんじんかい,현인회,
路頭,ろとう,길가,
硬筆,こうひつ,펜 또는 연필,
魚河岸,うおがし,강가 어시장,
